,channelId
12250,UCsg62dCJaJ_5YwLIemALOjA
12251,UCkxEi4iWrHcUCbn-6hH3U_g
12252,UCLH0DIPZj192O12q_fRcwRQ
12253,UC0NiJMP8AlSOIbQoz1XPImA
12254,UCzHV92DMFpzdEFPwG4ULb7w
12255,UC6E2dmclRcpxJ91Oc8ViEuA
12256,UCS0_0LYL2unSdwOb9AhNOrw
12257,UCfulxe3xJCrd1tdotcZg-XA
12258,UCiYz3iUVG694XzhzvvYDLsQ
12259,UCWTzZLPGruNITyBSZKTLdIQ
12260,UC9jIQQtlhTKCB4jTtkxpeQw
12261,UCzIzWHfn7wsS_VK0vQHV8Ew
12262,UCbTWqLjFOet8SLT6tqoSc2w
12263,UCopH5abR1VwVqM0aqWhra0w
12264,UCp3Okca5gM_BAXU646WOoKg
12265,UCNl_i-ggJbZNyOLlhE7yyhw
12266,UCgHc8_5LcE1LzlzKC9TpDZA
12267,UCmPgDOHAAM4lmNlU4CcuMYw
12268,UCnI7kxN283mBYSjYIFn5WEQ
12269,UC5fLJXLxtv8ccY178CrN3HQ
12270,UCCtSKfKRogG5vwHdyZ29WFg
12271,UC78S4Yj9gSDae_ucCY8zvbg
12272,UCYUmejFQHki707fprclr5_A
12273,UCCAn0ToTRlDDHX3oFT8Y7eg
12274,UCLZCX5QcPkj9ec22OvxJM7A
12275,UC__SoXKaSYl9P4VsHGyIV1A
12276,UC8PRwBvIbcuwtpX-ufEo6uw
12277,UCvFOYhsbLEs4cbiIj9AIKKw
12278,UC_0MVpkxAW3jXURKcRaCFQg
12279,UCIR9dyr5cTuh_Dc-Xd4YOqg
12280,UCM-KjOMHhkZyKp2KHwK9alg
12281,UCpQJ24wlBxzzvtnDWnzD-6w
12282,UCjuR1Vd26cYRMx6qCPMzI2A
12283,UCwe1eezev1-EBafTdR0v_ow
12284,UCH4lf84bRxKRmqi53kzfxMA
12285,UCdbcdDSPNEzEW_VDL9XRVxA
12286,UCszOV1wi2bUfy6bRffNtClQ
12287,UCknmMykwpRFGOl1T0BPlNBA
12288,UCsxttoGS9id2CNYMn8arAwA
12289,UCdVOz-1wXMKybmhoKSjsUmw
12290,UChf-i_vYPeZjUZLYC-geoYg
12291,UCfV4O6PZnZYwhUBH3O2T4mA
12292,UCud6SDgR7kTe-gHKgW5TF0g
12293,UCoGSyG-2aZ5YLk4sw5c4DRQ
12294,UCXcFuDm-AZjlyh1OVQrjSQw
12295,UCbRL62dFbwwJxsRdI3S4JXw
12296,UChGpPpvWaQG6TFfULfAIRWQ
12297,UCQwJ_7zctuFz7SV4gUhyUjA
12298,UCoiy6UJ8Ej2bvW2JJrkd3Ow
12299,UCpZiQx1_z530wwhp7DIRCsw
12300,UCE9sUhn2GkxmjPZ2vrS0tBQ
12301,UCoWh9PvIn__nul5K27UD1Ew
12302,UCcZpI0-qN4vdlEIVU_rZdFw
12303,UCgpnEoslcNaqYuf_78avHXw
12304,UC-bnxYTD7g8QCW1Ug5iwxXA
12305,UCJGoTuECLTbCpqRXwpMxA9Q
12306,UC_iVBOxnyGeuzzOdLTDaBOQ
12307,UCy4xPvb7G7t08rXQfljLdVg
12308,UCBuIgX8vrSJ-gV0HABVyrQA
12309,UCotZTpKFdL9IOgFs6zytxbw
12310,UCYO2mutKEZBrShRYkwaHSLw
12311,UC6PGEQriWEhzlpJUqPGaOGA
12312,UC2r7cNNJXTNDzCCKdMR_uxw
12313,UC6o339IxpafO-t4sfiG6zww
12314,UChPh8-1sSfKkRD0TYK_EWdA
12315,UCyJghmxEo_EGoXDmqkjzxEQ
12316,UCONjJD4VioGzrIPYkfgWaKg
12317,UCF4elK0njMk4UWF0GDpzdhg
12318,UC3513KkC1isPGTgdjzsi_EA
12319,UCneb2KKMuOz9tyr393t5u6w
12320,UCGznNxOGF7CM9KdyaLmYaSw
12321,UC-no4ELb9hMUCHR4xXGrUnQ
12322,UCfMWn0_04QwGCmQ-zIwI-xw
12323,UCHEvfn--Abfy2-3bztdA6WA
12324,UCKm_By5hswXvI9Cb3h-3cBw
12325,UCCOGsWHq0EKUHHURFSDqlbA
12326,UCv3HsvlzNdoVIjYvTd0TJiQ
12327,UC2zTh17_NEUM1BLB6q--OnA
12328,UCnTTPPzL7IAJwH7BvIPdphg
12329,UC6AlAcPh951FBvGgE0VWrxA
12330,UCDNiwC68S6KAosjE8YXvuAQ
12331,UCVQNRLTdhTDwJdV0vKZnnrw
12332,UCuXlYGrX-tfHLWpZBZ4xK3Q
12333,UCleyiPG4PcxDiD0XzPbg85A
12334,UC5jilQuRj0RlR-GlmJBJzzw
12335,UCFYSTxhEPALCZaU_nXNvcyg
12336,UCJDzM6AFNbE0TXA1obsTGvQ
12337,UCMwDZ7cKyPTmwVMlHnJKsgg
12338,UCBYpxvjzeDNNxa2C5JiDdtg
12339,UCHvnIx8drzVJFi2HQMSdUXA
12340,UCQNG9cE1FLZMdEBcjT8Tf6w
12341,UCbLq9tsbo8peV22VxbDAfXA
12342,UC8g5nnPkSIbFnR4rUHWMsMw
12343,UCyK1Z_rwg7o6nu_mxcLoG1w
12344,UC1L_BMMszxamW7mDPpi_RUA
12345,UC84kr2zOvY6Pyfnv8yYdQRA
12346,UCiFMXaIW-0tR_cNzFZVCZPg
12347,UCHYvdKmsMnmjbgM9rtdgO1Q
12348,UCSKCUMV_3tHv9Az9E5zoU2A
12349,UCMMATKUlZd9m9kcTSHt-bDw
12350,UCLBa2XZIz-wbsIOOzahjdIA
12351,UCdbRcXBXMgdY3TJT0HEHvEw
12352,UCbUieIZ5t92DnP7A3r2PycQ
12353,UCX7b3Kuuom7eYqF5W0-tsMQ
12354,UC1HSKTGOLXL0-Sh7f56xeIQ
12355,UCR9b2Ae6hM7cVVYTjvvEsYw
12356,UCpnkbt0NUEt3yTx-IONahlw
12357,UCxeO_C4IXewrarGEiVZ8EJA
12358,UChcn-n6L8vYHzsqOwOubdRQ
12359,UCRnp28zTuAMKL_w4sOXAIlA
12360,UCPUOLA58ZyMrhElUR_cJ28Q
12361,UCtVDQVh-jY0MIawEWqLm-3g
12362,UCKPDSWAfn7kWa7BaZzdA7wg
12363,UCcX_k0bNse_tmi7MICmsh7A
12364,UCenenqp3TB4d-6wyFZrulmQ
12365,UCUq3SBDPln4N5jxFc-thIbw
12366,UC4akwGOxrPQZUYVvKgUvGyw
12367,UCeVlkVff87PgQpBKsYCnNhA
12368,UCzMYKg-tG1TrAWkiOP6S-2Q
12369,UC4i_9WvfPRTuRWEaWyfKuFw
12370,UCqInhKsYGntrK1y7AG57Gfw
12371,UCv1iMlHBO7EdEp9OFgaMpqw
12372,UCd4RCnLvra1xhjQUZkXKaTw
12373,UCRKUYrNScNNirPDO2VWqAIA
12374,UCyvcvCl3jRUnffLcYSbJKSA
12375,UCcGFhRBRfavF46R5j0bIBdQ
12376,UCbS_glb2N1NVTrDLVryRbng
12377,UCeXTRPu7TGz7WCUJqnMS3fg
12378,UCCKxqlC3a-I_07Ef2vsvxuQ
12379,UCmgnsaQIK1IR808Ebde-ssA
12380,UC5rjVF4Lj0XM7oPG3LPJk2A
12381,UCqU50lICKJIEq2VZgV88v4A
12382,UC0O3kUYSc1hWK3pOQreg6sw
12383,UCSaAzTjgIW9-__930guiNtQ
12384,UC7QHi02Y4Hdv-FpvM-V4tHQ
12385,UCQmomC9BZNByug9Pql3-ETQ
12386,UCjJQCu_p4gplNQkN0BuzoNA
12387,UCK_Wots_Dcajf1q0ZzObHcQ
12388,UCYBCc4dEcBpkMAYBOYJURtQ
12389,UCA-MdvBrTPLK3EY89HMtaIw
12390,UCVdcYsoYSterqP2poP-17iQ
12391,UCcvNCnIN5Z7D555vuXKuA9Q
12392,UC3plLXnGpWZcFBVKRL2pQyg
12393,UC4QDIHu2qK4hY8Pxmjgv69g
12394,UComu_7tqmwwV0PJtzecwJkg
12395,UCeRtl2RhX-YpEL32szb3Zdg
12396,UCildzX46XvGQkNh8ZalnFuA
12397,UC5DjOXnuHwwe2oQcRjZaUuw
12398,UCXdLlLqnAlbeLYlTnuptH2Q
12399,UC8rLxgGWm0WnvS0s93q3BYg
12400,UCyJ9OnNA5jogK_AsifQR9ww
12401,UCIGlqQHsFz_u3O-T_mwkiqQ
12402,UCxw06u3WVKbdXinlnL3u2vQ
12403,UC7Zn1aUbjsk_HsjrZJI_W4A
12404,UCx1HjzyQkomnucs12VfNaiA
12405,UC7W5PPP3Sca6W1_t_cieBfA
12406,UCukiRyw5uABx1bxqIJ_4N0A
12407,UCAH1Aw-mXgcB3t8uaqW4yTA
12408,UCT1aFr9YVmugJd5AmdFzE3A
12409,UCgxb8VmI6hgp3hg7fSiLzog
12410,UCGa3zofHy0pQQv1xDW7hxtQ
12411,UCQ5URCSs1f5Cz9rh-cDGxNQ
12412,UC67qfftymkxZk_3aWOklaaA
12413,UCJSO2XwwmTrkfb9zAgsvYLg
12414,UCPMzVywke3w-6XYmE3G5A0Q
12415,UCxhtFk57iedRkHm0MdzcNxg
12416,UCLtsNYCKLdT6dbwlqfl9_QA
12417,UCjVDQloX4cIpGqpM6mdyD2Q
12418,UCNE_Qr9tGsyPB-OwjoJTFeQ
12419,UCMCHHNaYOwT1Souqq2dCLPw
12420,UCMBZ_SDEp8hUFSI95gvzu7A
12421,UCYhJnMBxegO1-Wv4ddneHgw
12422,UCWBTV02MVmyLqNPWRGDrl6A
12423,UCeY5oXre-svuWN_ooNUNmHA
12424,UC4PlWDxnCUpwq9rgCl3SWcg
12425,UCe0oex5ufk2gTyVVTDHispw
12426,UCkzef9u0H9rQbgScH37zTkA
12427,UC7sA-bmj54oG3r5PilbxrOg
12428,UCh3JSojB3-NZfCjmaNcv_zg
12429,UCt5y885UFplu2okY39TBwCg
12430,UCfmCLgI3dlLhsvC3ifWtrSA
12431,UCuoUe9R_D01Pq87BM57OIGA
12432,UCT1ybzRP4iTT7NU6qbhV24g
12433,UCvahPKdJhfMHDN0PbJ3nSNg
12434,UC7zL4HuFAUK7kPhV_44bndg
12435,UCkyUd76FQwSJLwAxoLupNEw
12436,UCkrB2T0OxpiNvYlTQkJKw1Q
12437,UCRgrmiXKUXEGyTq92cLGiPA
12438,UCduf0IbHXs03V6ddKEXthkg
12439,UC4XnNwJiLs10salw43ngGeQ
12440,UC2xJ6WvZE7kges8C8EtMiRw
12441,UCyO4md8Q69IRRnT6e3fa5fw
12442,UC-RNNIraJwzeBcoBSe-Qggw
12443,UCPyOp-5Q-gFGZutTIfMqQZw
12444,UCrLe85KbtkqnnSnIVc-KLjA
12445,UCoUOZeg-F3iExS4I3W2RyDw
12446,UCoyVkFW7eStCozHQYYD173w
12447,UCi9oQAawnvCs0XWDpLg0NQw
12448,UCr1jmiSONwHFY6XUGe0sMMw
12449,UC9gFih9rw0zNCK3ZtoKQQyA
12450,UCECzdBtv0dFvYj6lFCNaf7A
12451,UCdzQG_UpdrmKR8ozpJuKr2A
12452,UCPUc3hTzH10t9-ClDnpd--Q
12453,UCbuaax0xgHiJ1qnc7e_Wy9g
12454,UCNV1yhxjqc0oIIskhkHNAiw
12455,UCcaVClI50rGZmbYMhoSSDGA
12456,UCGwnzqHgFIwUgVOvGKJJOIA
12457,UCSFRWdEGYwRPGXPwLlmO8BA
12458,UCulneJtjMARpEHhWQTlGa6w
12459,UClWQzKNJiiQy7VXaaSN1Z8A
12460,UC0kVdeCS8HQEdpmRObeyztw
12461,UCqmP4UH7wi4PttnhUzLZyqQ
12462,UChjavst5qMY864EvnVTsvsw
12463,UCZzXIy5oKCwCgBGUy9cuBsQ
12464,UCf81zFnywmG65xjeJRDvj_Q
12465,UC4Dd88H98AZq3A_yfqIjfww
12466,UC1-9YvzGzsUELEjGgQwm8pw
12467,UCxigftsGQKhHCjGfeZEtNNA
12468,UCGQPdO3xGzfarngudyESvuA
12469,UCdDhQuaNnQ31jzP-PUn5Ymw
12470,UCQuTMHERHmbwIRGzLzfMcAQ
12471,UCHhvsHBcN_bPJB_VLE6sWiA
12472,UCoVOED0qGmhDGt0e8UDVtqg
12473,UC9SUPWdlZGc19J-witzxMaQ
12474,UCavcbRNSRzjcnUocjkjXP4Q
12475,UCSlhVgzSgMPTpUwWQqqfckA
12476,UCoqneEPXbiUMPrDocE7_GQg
12477,UCP1S-WRodjuDrOoJQK0kPCA
12478,UCWbC0al_tDzvSO8b0X38ebQ
12479,UCIs_hdcn6SLfMgK9bWJZGog
12480,UCqWSM_5HnfSsa0jx0Bv7GOA
12481,UCmjYOTCxgdf8ZrS5D9jeetg
12482,UCrILmtxcnf3XtOcHqPumvhg
12483,UCB8GtWm-5xKmIeh9ssIDyBA
12484,UCRfL6SObstWHldDNh6Sxd9Q
12485,UCcclvZGf9JDtiCKWsjOnDYA
12486,UCu70qIVVfUuqnAB_z_laP8Q
12487,UCzXUJTPYIw9K-ZaqijREPyQ
12488,UC5dG1PgZTxfQqKMdx30UWPg
12489,UCq4rnwpljC7MRAJGTYW80zg
12490,UCSF2vv7HFeQHrv1DinGLBLw
12491,UCc-L0ihcR_aKUiP2Ax7MuxQ
12492,UCFWnn0TOllQuiyh80ZCbDdQ
12493,UCMWdyrfAOmJgon63DOgZwiw
12494,UC1-nZGo6lVaCVWl-cVjwitg
12495,UCU4mqkQrrt0wUIIXtCa47Bg
12496,UCrh24N5HpJ_MXpIfcI7znlQ
12497,UCo0YF2erFq_Ij5AdBWldhOA
12498,UCg2z1irSzSN68c2oLi3pvbw
12499,UC5coUUvkC1AEkbiZ748W5XA
12500,UCutXfzLC5wrV3SInT_tdY0w
12501,UC7Hr_5ENeFe4bUTOR_HM6Kw
12502,UCtpHk3ivR2Qql-_2JMVB37Q
12503,UCYnxc78EZVsDEBTUScYVDxg
12504,UCp0-eXrj8VKkHYft2OMdtmQ
12505,UCx64_d2ZINqDBVXtpXt2hBg
12506,UC1qT3sxy49WUCjV5NPrcGKw
12507,UCBLCMogOf0uPLpXRHVxHhUw
12508,UCKr6NUyIMBCE49pp9DfcRSg
12509,UC2_lFpGxe2HGpb7kSKBQ32Q
12510,UCM9UJA-C_xnuLBIZVClGlWQ
12511,UCbMVik3CimZnu2aEXji9vlA
12512,UCZRA3ts22kQZ4jRX_yNpXVw
12513,UCE-rvq0V-wv9hQ-G7GG11Gw
12514,UCsc6RbFA7I1SbGsaob6NGvA
12515,UCcrW8HandEJvF3zDBRdzJ4A
12516,UCdOm7WpPkqW6FPh23JA2mag
12517,UCu6rXTaN-4upWT6wvhJEBwA
12518,UCQSkxbhaPayPp-BlWEf1EWQ
12519,UCkPpIKHzYZq932R-aL4s_WA
12520,UCyxrucdyEIpZrTW2H7rkBnw
12521,UC4Mt1H0ueXyfGfz3boCZdGQ
12522,UC2W6a1GfqS3sHbgzi-XqQnw
12523,UCXKMiFiqb8zez_BAS3o07PQ
12524,UCj40Gb1xIQF4BNVSvbCN01Q
12525,UCJ5v_MCY6GNUBTO8-D3XoAg
12526,UCyvXak_bZbzicR3MBukXdzg
12527,UCyWCzF74fprvn_XjKIKGhPw
12528,UCsxi2UL-_T4HLGM0jIYC7BA
12529,UCdxj6YgG4yyGtPKWwWlYwCg
12530,UCmvwBlS1vYqlPI-ZWyUvsbQ
12531,UCoNDHSYTmX5t2OltB8qt8AQ
12532,UCWHCpKUaRlDEP39wB97m3LA
12533,UCMYJPnrSnbRPuPyO49HeCZA
12534,UCvLyA7tfRTqbx7R9j5OPilg
12535,UCgBJ3x5t979ifMRtg61c21g
12536,UCMzrD_jH4O6FZhcBtbntLWg
12537,UCBeHMetVGPYiDu8kjbQmgaw
12538,UCuvm3eUEGuF3pt0KjSU_UjQ
12539,UCZ_svs1tghePCxExkjcj1hA
12540,UCf5WyhQHoYKy2ZcY1l51w7A
12541,UC_mDlDqrj2LHXpFxoBDvsKg
12542,UCiI05hTrBeeqSRUrIwJsLlQ
12543,UCUNSTG5hNb9t55Yk67ONL_g
12544,UCWPrqAz-LtAQ1vUH0iRNWIg
12545,UCiTGnigqiUc5fHdCADmg80Q
12546,UCAloSEOb-EsfrqaWD7G3Frw
12547,UCqtq8PQEDQ49gtqAA3hiivg
12548,UCKA8af7IMMItFjqrYO9KgfQ
12549,UCe1T7EkHIHvOIWBG1Om8xHA
12550,UC6k_sz34LBZKU7qOCil9Eew
12551,UCOIuobxDAZmWktrbQuMGRyg
12552,UCIldY2ihPyJ_5IN6MpXGA2A
12553,UCXTFps9knjehEVu6G6RJcxw
12554,UCOfDbj0m2k1NwyzFYHRuXtA
12555,UCp_IHY_biapfPAIoRvc1e6A
12556,UCZi4IgzSmAgNQJxKiQaEuCg
12557,UCmRRPMgB-KE2v1ms9l8eHfw
12558,UC_Ss47oHJr13pFsIP_K1Fnw
12559,UCN9kOjJEhsE5PzKwHzS2IPg
12560,UCNpzdpQ-v-iMioJmnPeqFNA
12561,UCURO4q60cYCWIuB0LlF5L0g
12562,UC2-9n1pIJXuGEbSUXHfZVKw
12563,UCCD2BbH9K1FjZsgwWjL09eQ
12564,UCH8P35OFRAKTLFdPxoHNZ8g
12565,UCSQB1B58Suy63kVP97SwisA
12566,UCRpMuwCtur0sWzOSKn8Zt6Q
12567,UCdEa7bBspTJA9M2alT1c5kg
12568,UCGtGTAa-xarr2HrEKRgRUHQ
12569,UCxn3AlVsxRGp-8eY6zKVVgQ
12570,UCZLduF4TAP5_BzKLuNGfxkw
12571,UCyWWch0sWi9Tq92rWxUVg8g
12572,UC5q_ha7-jef4cSVoH0Ekppw
12573,UCu8lF-2KPdfj-p74rAYMFlQ
12574,UCeePGrzBN3B2GurSkd_bwPQ
12575,UCay9_VGBzEtcSy-QuN8yyrQ
12576,UCkWQcaylELgCRNY2IgZBK-A
12577,UCjJc_1aOk-sopXeBKU6ExAw
12578,UCPJ79zw0s7gkGy4Klcec5Eg
12579,UCaLjzzc0v8S61bWn-swOThA
12580,UC7iOUtDqlRtNqKd_g_48mCg
12581,UCV6xCGl7ldSfRAg2LJanEEQ
12582,UCegnoO2uSxvYr3ha0CEKivg
12583,UCsdB0XmFlvBIDyre3D7zyiw
12584,UCDUMjrpN2SToHIrRJnJbhPQ
12585,UCBbvqX7GCcpFJ2WkXitrrtw
12586,UC1sXqFmdIp9Tixh0SFLkL6w
12587,UCyu4kfGLnJAmkMJpQB8ALlw
12588,UCekOjlnIcZe3ig2FVhLuvNA
12589,UCPAnFf1zNEuHtuuuqTa9AeA
12590,UCcKbcTNOr-wl_k4IeRIeqbg
12591,UCABnItlZL3OypQVstotjt4w
12592,UCamhkqGGcoGdSRyGxdVj2Aw
12593,UCo-0DyFt5SOOFP258TCDorw
12594,UCGgvKW19IWVvUUblrr8EgHA
12595,UCsbazaoxbxSF8-wJlUewOfg
12596,UCUVffU_3QJW85CBFdUmlMVA
12597,UCtMD9b68xLKnMNecFB-wWww
12598,UCz3hmtIYg-eM4xbN91YA5kg
12599,UCC0xMk5RIVtGWXD189Jj9bw
12600,UCx3FCIlLXOfmohsSV84dICQ
12601,UCzQdFaAW3TE4lmYG0NfuxnQ
12602,UCxjzlz_-V2HI09Gb50OnBXw
12603,UCQiVh3CUjxoSN3w2irXjalg
12604,UCPkOMh--agAGonaJI_KpYmw
12605,UCCBDBXKZzaBj_VNCcN_Gsmw
12606,UCWb33R-u44bD_DDApmN5Xvw
12607,UCsQ2li0i3k7AHwik2VH3CeA
12608,UCePZUhZSdg6KLJJM0YaY2-Q
12609,UChoAJnaXPlVtis5DdqZQMyg
12610,UCQ1BJ1sD0bpkCyWaibTej0g
12611,UCBxr706KH2Tu_R0zkVOdZ1Q
12612,UCcaKPLK0Dicns_I4-iNDmKQ
12613,UCoIMPK8ScPkc4drq40S7lyA
12614,UCngFrZxuqwGJoHhoCyHvT8A
12615,UCrJHh-i6ObVBAlqNoreNNoQ
12616,UCVk4GwINOpVTvO_FcOSgOng
12617,UCrJAiScHEbwhlztCfPDitXg
12618,UCPRTpLrg0DABqG-bupq-Sug
12619,UCx8U5D6PzuT09wQd6h7lOlQ
12620,UCqPijzBRCqyGjGMN4Q5YZiw
12621,UCcIu2VHFg77mSw9WYUSRdfw
12622,UC3WdAAlY_BiFCgToYg6osCA
12623,UCscP9mS2PrrqB4SV_F9FcOw
12624,UCV9sLVCENg4ISSHddj7sryQ
12625,UCVOJSlsCBTVVb5cpzdeKePg
12626,UCop2ocWDYDrFpWYzs-WFL5A
12627,UCk3i_zRNWDbqMztK2Q19V6w
12628,UCidyHWkOJhxHJF_rkg4sqPw
12629,UC3dlhki3Jl3I82Zsn8dzw5g
12630,UC45IQptDObpqdaP-kFtMLsg
12631,UCLMEPbjFcZPm6R76H1X5K8g
12632,UCBRY7KuorNTwcWrU9WcWCBA
12633,UC99cpNxkYSsIm5Wa0GzkKKg
12634,UC0OBZE6SjB_ASz6szQ5lWkw
12635,UCE1lO7NkMf7KG2KLE_dSVEw
12636,UCjkeI6i2KsjWy7ZZy3-yAjQ
12637,UCHcDpS0TXITVs0ZrBSIsEsA
12638,UC3-FqggpE-JgaNbkvWDlIdQ
12639,UCMNOCG-w9otCxd5nn47pzkQ
12640,UCp4DtLatjb5dBNHHYcvVXCw
12641,UCyFuG0WwNPoxlct-nLOVXhQ
12642,UCjW2iBdlExvZi1Ib9T74d8w
12643,UCStpPtoeQUYII1Jsbl0qf8A
12644,UCxSJpqOaiXqKU7K1HgmRbPg
12645,UCMxYCeDKy4DFfc9anOQPsJA
12646,UCiTW4oqpSvNGirpyBu0rvng
12647,UCAWoTN7AJ4sSKs9zwiQUCbQ
12648,UC6QWhGQqf0YDYdRb0n6ojWw
12649,UCn34HmbhW0HFKtB-aZfSeEw
12650,UCsMaK03sMmjPRpkO_OfQchw
12651,UC5lkzVtL7b1GXs3vvOajQUA
12652,UCV_UnXMvco4uaqeMMBMWcxA
12653,UCWtDNekO-70N2hpgMjnJq0w
12654,UCw_59vHMu_3tJjIVemo-k4w
12655,UC1Uy8sj0bNBAgUeE9a8e_xQ
12656,UCz8pfYjKPOGtpyy0zZt3vSg
12657,UCs7GwBPQ2uYJMIrafBYGd0w
12658,UCikot-_pZG5L__8rxTCUQjA
12659,UC-mwRuIuhgbzv5PkQ4IAtUQ
12660,UC84itY69Ol2ASqv_tdb37JQ
12661,UC6tzP05TQsBMcZjHCYoUlXw
12662,UCKqSBaVwf0TZekdlmwKwuRQ
12663,UC_PlOUq1vbS_KLB-u-3lZuw
12664,UCnT78PK06C6cl3Gx9MZwjng
12665,UCpcZRuociUJugqlTF59MQUA
12666,UC_3xHIfFy8tJAI7_EUfMDXg
12667,UC3yoTmqXjzQ3yDNyxzDzc0A
12668,UCkpwx2iGvcR6Ix1oyljFSyw
12669,UCB2oLWHi5KRBMCKqKArtIiw
12670,UCiajgqOhlf3zHsm_GYlfCkA
12671,UClGCgfWZeQ3E9LpbUJlY3gw
12672,UChpAJ-UB6VW2xh8nwa3nwKw
12673,UCfqjhxiMwkroof6DXUdqoGA
12674,UCDsdjYgVORwLficCmpZi8eg
12675,UCwRZ9h6VvtlNorFdoAQW4Jg
12676,UCR04wnc3mF7yX4fEkFVFbWQ
12677,UCRnvsCy53k0UCck8mi5onnQ
12678,UC6fmb0S9dNZSdVety5NsCvg
12679,UC9Nasi4PakD8yyrEMwchbXg
12680,UCKg1-ux5vjlhG1u8jCyeqVA
12681,UCOJzAHs3KOn9rwdxWJB7UAQ
12682,UC1uvJvCmDO0fzheq5u5s28g
12683,UCQzRcGoV8Kr1gwSmhVNlhZw
12684,UCFFmCDctrhLfXy0nZ-MRVcA
12685,UCStzm7C94F0jmMEyWqJE_aA
12686,UCaapxaQKJFJ6XC56CHgeTzw
12687,UCXzW1yP2WG_W9pd9yUNWcww
12688,UC2FHDExuXsADDyo29EaUwWQ
12689,UCrtC29uYOhsO4PsMhrgON8w
12690,UCPy2G9fHJpSIgInEYLbScWw
12691,UCd4omnOTByg0BUts4l04Y0Q
12692,UCJUhB4yvQK8gnJHuY3bZfmQ
12693,UC5Cq46CHwiUMlLu-Ck1xz8w
12694,UCrk3XTcvpjRkEPuSqQVEvMA
12695,UC5F5lGylUMDBqW2C731wLEg
12696,UC5P3JUxwDx7v2QCY8FEoz6A
12697,UCig5QqiAa246oyOU4qqw4hA
12698,UCSv9d0kQegylHWpP83jWSQg
12699,UCF8tmF0FBFvCOeuTcvqUVLA
12700,UC_7982ui3YrNex5aOJPYKkQ
12701,UChd8xWG_wsGStscuoouwQDw
12702,UCEkbInFVeqD3jX5a3asdCMQ
12703,UCqB3Wap9GLMc_XbMUfzc7ZQ
12704,UCAOHujPfBoYSbh37ztclMfg
12705,UCfyULjaDk0buMebQLR2yFbA
12706,UCYY-TQ3_KYkzmDvtied0GpA
12707,UCOk_-qnjZcYuoh7_vERTuMA
12708,UCu2aN0dwOokuNTbFeS1BWFQ
12709,UCjYAJuZ9TIySRPmq34Je64Q
12710,UC3oPK0FPZi8FLDv3BYVqKLA
12711,UC-BdxY3k3m0YLhR5ULxVokg
12712,UC_OcqgO3HNEA7Sj5zeXTUgw
12713,UCAbedxLnW1Ci4ZPXwFSh9mA
12714,UCj4J4NhKOB84iN4glvBbQJg
12715,UCtJDjUeTaEV2HHx_SGo0_Ng
12716,UCHqfzs8rZ3UMC22vH-yy7Gw
12717,UCQaHbmYJH8HYaHjA5rpbZwQ
12718,UCI3RT5PGmdi1KVp9FG_CneA
12719,UCGVvsNK0jqb24ZEIr3XsxbQ
12720,UCk3IQ3pRfyP8NKMNUakiOdA
12721,UCM4AzFXBqZzXBlboPnrnCIQ
12722,UCn-Z-bMAkRUXdeJ0GY0r5gA
12723,UC2gc4vXXnfX5Qnh-uw5zcgQ
12724,UCjljoh3MxpO9sK3Nh8ZGQdg
12725,UCBF6zK8G0VY5ISXjXhEbdOA
12726,UCznryOyXYWtvHwuHoObXruA
12727,UCkUFNO7Hf7p6ZkV9hYr08tw
12728,UCu0vmn7uDeG1YgH0Is1BvtQ
12729,UCgQ4okhw7MksyRngxOzT1vA
12730,UCuQ9PbS08dQJNWfwjQE-Fnw
12731,UC887i8_cbn5e5H2fT7AsHig
12732,UCvlLk4GB884y6Ct-zKUGrrQ
12733,UC6Cxui4zswMMokMfswIWeMg
12734,UC2TO24QQuTPVhkQgNOGJSAA
12735,UCx4Y7qkqhZS439MgIOhzeXw
12736,UCIgsTOCogsm34G3oUSJbG6g
12737,UCzBlSkoO0rN8h7TTnd5Gisw
12738,UCKbGPPMiB37HbLIAKyV9bmQ
12739,UCjYbixUi0oaSUujUBTj0ejg
12740,UCMpJ6tk5xj5wFoVnSV6ABpQ
12741,UCc2gLJ_wHzQlKxSJjJbn7xQ
12742,UCrVuwckijC9CNn-8wA2tmjA
12743,UCP8BMU-_NtmYeY4PiVPiBwg
12744,UCFcLBaF3KoEWzmmYmiaEF8g
12745,UCbfzhLbzo2AvyzXz_vgr5-Q
12746,UCiZDMozdITOVO-Z9MiDUtDw
12747,UCM2PcOBw3d7fpiSBSOIg_Cw
12748,UCdvXQfFDLzgvre8veclj5eg
12749,UCYHFHX_TQ2mQvEA1-WR0fbg
12750,UCRMGQ26QH7tx6YA0YxT01Og
12751,UCkPAh3iLpZGJMuKH-8Rai6A
12752,UCHUgo7Vb24_Eztm6d_kcvQw
12753,UCxorAFSqDz_Zqmdpaum_Nqg
12754,UCF4JB_0g3yIg5mbwIj5eFbQ
12755,UCZTNmVH7VjVGl3S42ATmv-g
12756,UCW0mAd00G-na6vUL_Jxoz4w
12757,UCikQA0CoCQApEFErynJOLQw
12758,UC3i9aVG7L81nRku6LcZ4QXA
12759,UCXZC4U6KiWkLq2Ei3_Lv0PQ
12760,UCDh5fCS48F0-wQqKl86RwnQ
12761,UC5eyTee7oARZB8DeLJ-Jtag
12762,UCHQV438oFAIXKa1qbvJvMVg
12763,UC32X2ZDdk2v3w1oYeGM30tQ
